label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,segment_samples
no_audio,3.52,3.72,3.62,1.5530490129343888e-07,1000
without_object,5.95,6.15,6.050000000000001,0.4799952935794247,1000
with_object,4.8,5.0,4.9,0.01173984423439858,1000
