state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,6000.000000,2.909167,3.109167,0.000000000,0.000000000,1200
without_object,6000.000000,3.667500,3.867500,0.000126976,0.478688387,1200
with_object,6000.000000,2.340000,2.540000,-0.000546210,-2.059163291,1200
