state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,6000.000000,2.497500,2.697500,0.000000000,0.000000000,1200
without_object,6000.000000,2.416667,2.616667,-0.000390429,-1.471884432,1200
with_object,6000.000000,3.421667,3.621667,0.000442544,1.668349701,1200
