state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,6000.000000,3.549167,3.749167,0.000672465,2.535131479,1200
without_object,6000.000000,1.379167,1.579167,-0.000248510,-0.936862053,1200
with_object,6000.000000,4.121667,4.321667,0.000357293,1.346963934,1200
