state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,6000.000000,1.500833,1.700833,0.000000000,0.000000000,1200
without_object,6000.000000,1.993333,2.193333,0.000410213,1.546467339,1200
with_object,6000.000000,4.951667,5.151667,-0.000474318,-1.788135144,1200
