state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,6000.000000,1.723333,1.923333,0.000000000,0.000000000,1200
without_object,6000.000000,1.609167,1.809167,-0.000613131,-2.311448196,1200
with_object,6000.000000,4.783333,4.983333,0.000586409,2.210710001,1200
