state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,7000.000000,1.501429,1.508571,1.505000,0.000000833355,-0.503937629789,0.000000000000,50
without_object,7000.000000,3.718571,3.725714,3.722143,0.156130698489,-0.089707723639,-0.000622460818,50
with_object,7000.000000,3.510714,3.517857,3.514286,0.047826303816,-2.540687729418,-0.000065195699,50
