state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,7000.000000,3.730714,3.737857,3.734286,0.000000125152,1.773961930551,0.000000000000,50
without_object,7000.000000,3.096429,3.103571,3.100000,0.265780875237,2.033660665369,0.000323332646,50
with_object,7000.000000,2.249286,2.256429,2.252857,0.125762786757,0.771161462432,0.000610379773,50
