state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,3000.000000,1.076667,1.276667,1.176667,0.005965191078,-0.843816556952,0.000000000000,600
without_object,3000.000000,1.370000,1.570000,1.470000,0.091930427258,2.132674585840,-0.000964752341,600
with_object,3000.000000,1.345000,1.545000,1.445000,0.070270102843,3.132115074318,-0.001494971988,600
