label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,segment_samples
no_audio,3.414285714285714,3.6142857142857143,3.5142857142857142,0.00036719060481433895,1400
without_object,3.7,3.9,3.8,0.12921671173175803,1400
with_object,3.25,3.45,3.35,0.0053397105852032055,1400
