label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,selected_window_target_std,segment_samples
no_audio,2.1,4.1,3.0999999999999996,0.0029284848903573858,0.0026640166343986035,16000
without_object,1.1,3.1,2.1,0.09182831948038354,0.0333833958885299,16000
with_object,1.0,3.0,2.0,0.07182354105960617,0.027653982630038196,16000
