label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,segment_samples
no_audio,2.2375,2.4375,2.3375000000000004,0.002859422747655738,1600
without_object,3.85,4.05,3.95,0.1538079285835249,1600
with_object,1.15,1.35,1.25,0.04020891204963908,1600
