I0
1818.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
18.000000
18.000000
17.000000
18.000000
18.000000
