state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,7000.000000,2.417143,2.617143,0.000000000,0.000000000,1400
without_object,7000.000000,3.369286,3.569286,0.000569326,2.504024568,1400
with_object,7000.000000,1.185714,1.385714,-0.000397308,-1.747452060,1400
