state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,7000.000000,3.400714,3.600714,0.000000000,0.000000000,1400
without_object,7000.000000,2.740000,2.940000,0.000129539,0.569740249,1400
with_object,7000.000000,2.103571,2.303571,-0.000386843,-1.701426136,1400
