state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,7000.000000,1.248571,1.448571,0.000000000,0.000000000,1400
without_object,7000.000000,3.690000,3.890000,0.000419218,1.843815988,1400
with_object,7000.000000,4.337857,4.537857,0.000475644,2.091992456,1400
