state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,7000.000000,3.612143,3.812143,0.000693323,3.049394464,1400
without_object,7000.000000,3.804286,4.004286,0.000656347,2.886764765,1400
with_object,7000.000000,2.810714,3.010714,0.000072029,0.316800235,1400
