label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,segment_samples
no_audio,3.4,3.6,3.5,0.009807246216079021,200
without_object,1.0,1.2,1.1,0.3703800209798368,200
with_object,6.2,6.4,6.300000000000001,0.045815199649524366,200
