state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,1000.000000,1.790000,1.990000,0.000000000,0.000000000,200
without_object,1000.000000,2.730000,2.930000,0.002517297,1.581664115,200
with_object,1000.000000,1.620000,1.820000,-0.002490513,-1.564835548,200
