state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,1000.000000,18.655000,18.855000,0.000000000,0.000000000,200
without_object,1000.000000,6.350000,6.550000,-0.000734166,-0.461290093,200
with_object,1000.000000,11.190000,11.390000,0.000463416,0.291172614,200
