label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,selected_window_target_std,segment_samples
no_audio,1.0,3.0,2.0,3.3639664243847557e-07,4.0614830597095224e-07,8000
without_object,3.55,5.55,4.55,0.3706980480873622,0.02988019718406125,8000
with_object,5.95,7.95,6.95,0.3198363009086353,0.04705559981430045,8000
