state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,9000.000000,1.586111,1.786111,0.000282126,1.595385203,1800
without_object,9000.000000,2.750556,2.950556,0.000273458,1.546367248,1800
with_object,9000.000000,1.988333,2.188333,0.000294555,1.665667698,1800
