state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,9000.000000,2.023889,2.223889,0.000460779,2.605645469,1800
without_object,9000.000000,3.278889,3.478889,0.000307888,1.741065309,1800
with_object,9000.000000,2.025000,2.225000,0.000454088,2.567808928,1800
