state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,9000.000000,3.322778,3.522778,0.000131890,0.745821291,1800
without_object,9000.000000,1.487222,1.687222,0.000511969,2.895116871,1800
with_object,9000.000000,1.403333,1.603333,-0.000073167,-0.413750352,1800
