state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,8000.000000,3.066875,3.266875,0.000000000,0.000000000,1600
without_object,8000.000000,2.624375,2.824375,-0.000498717,-2.506822941,1600
with_object,8000.000000,2.800000,3.000000,0.000124525,0.625929359,1600
