state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,8000.000000,1.081875,1.281875,0.000460432,2.314382277,1600
without_object,8000.000000,3.471875,3.671875,-0.000621837,-3.125691779,1600
with_object,8000.000000,2.078125,2.278125,0.000279801,1.406432138,1600
