state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,4000.000000,3.441250,3.453750,3.447500,0.000000007129,-1.044351291201,0.000000000000,50
without_object,4000.000000,4.363750,4.376250,4.370000,0.629566779413,-1.301371315592,-0.000607200806,50
with_object,4000.000000,1.861250,1.873750,1.867500,0.355094858929,2.708231789243,0.000297428809,50
