state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,4000.000000,6.243750,6.256250,6.250000,0.000000082446,-1.224602524569,0.000000000000,50
without_object,4000.000000,4.226250,4.238750,4.232500,0.452489774473,-0.509609823253,-0.000922232694,50
with_object,4000.000000,4.396250,4.408750,4.402500,0.264437477136,1.464968489555,0.000792107559,50
