state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,6000.000000,3.657500,3.665833,3.661667,0.000000807757,-1.409585763577,0.000000000000,50
without_object,6000.000000,2.575833,2.584167,2.580000,0.061418261599,-2.565539553020,-0.000069469497,50
with_object,6000.000000,4.158333,4.166667,4.162500,0.119731272143,-0.609006637536,-0.000588455972,50
