state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,6000.000000,1.788333,1.796667,1.792500,0.000000995110,-2.922639006816,0.000000000000,50
without_object,6000.000000,2.443333,2.451667,2.447500,0.320179750808,-0.530484501631,-0.000609284616,50
with_object,6000.000000,4.749167,4.757500,4.753333,0.116081543096,3.082725945238,0.000098948213,50
