label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,segment_samples
no_audio,27.3,27.5,27.4,0.0066267304457914514,200
without_object,4.0,4.2,4.1,0.15639520664937423,200
with_object,7.5,7.7,7.6,0.00031934385022324894,200
