label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,selected_window_target_std,segment_samples
no_audio,3.45,5.45,4.45,1.0716604520905735e-08,7.4174478134647045e-09,8000
without_object,5.2,7.2,6.2,0.3504902943006206,0.037020990457441824,8000
with_object,1.1,3.1,2.1,0.36055548241611673,0.04863733847735512,8000
