state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,6000.000000,1.923333,2.123333,2.023333,0.000000010827,-0.095328484897,0.000000000000,1200
without_object,6000.000000,3.406667,3.606667,3.506667,0.078585874581,-2.354005385808,0.000707752655,1200
with_object,6000.000000,3.597500,3.797500,3.697500,0.029947054994,-0.239866973189,0.000146960024,1200
