state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,2000.000000,2.722500,2.747500,2.735000,0.000000290466,1.066029561574,0.000000000000,50
without_object,2000.000000,8.525000,8.550000,8.537500,0.129038758841,1.686846936306,0.001407649859,50
with_object,2000.000000,3.365000,3.390000,3.377500,0.133650566591,-3.019821777376,0.000153097816,50
