state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,2000.000000,1.075000,1.100000,1.087500,0.000086646494,-0.398280231089,0.000000000000,50
without_object,2000.000000,1.002500,1.027500,1.015000,0.094615318809,-2.483926687760,-0.000273353947,50
with_object,2000.000000,2.167500,2.192500,2.180000,0.058563608999,0.830763755428,0.002088899209,50
