state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,9000.000000,2.196667,2.202222,2.199444,0.000137356838,2.372816728461,0.000000000000,50
without_object,9000.000000,1.891111,1.896667,1.893889,0.248902737739,-0.089566401237,-0.000484161183,50
with_object,9000.000000,1.093333,1.098889,1.096111,0.112003614522,0.183973486051,-0.000532533655,50
