label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,selected_window_target_std,segment_samples
no_audio,1.0,3.0,2.0,0.006237873622128725,0.0038878392389563783,20000
without_object,1.1,3.1,2.1,0.03350765672578512,0.02045544203756207,20000
with_object,1.0,3.0,2.0,0.023457773182047115,0.015533621685607785,20000
