state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,10000.000000,2.113500,2.313500,-0.000464121,-2.916160955,2000
without_object,10000.000000,1.748000,1.948000,0.000274082,1.722109163,2000
with_object,10000.000000,2.923700,3.123700,-0.000079684,-0.500672421,2000
