state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,10000.000000,1.367000,1.567000,-0.000169417,-1.064477773,2000
without_object,10000.000000,2.632500,2.832500,0.000042468,0.266835575,2000
with_object,10000.000000,2.342500,2.542500,-0.000375404,-2.358734233,2000
