state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,10000.000000,1.877000,2.077000,-0.000031189,-0.195965223,2000
without_object,10000.000000,2.786500,2.986500,0.000483776,3.039652153,2000
with_object,10000.000000,2.089000,2.289000,-0.000455758,-2.863610472,2000
