state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,2000.000000,2.075000,2.275000,0.000000000,0.000000000,400
without_object,2000.000000,1.575000,1.775000,0.001001955,1.259093291,400
with_object,2000.000000,1.195000,1.395000,0.000999960,1.256586606,400
