state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,1000.000000,18.835000,18.885000,18.860000,0.000001498406,1.317154574715,0.000000000000,50
without_object,1000.000000,6.755000,6.805000,6.780000,0.435453846881,-2.617869720378,-0.000333530936,50
with_object,1000.000000,9.020000,9.070000,9.045000,0.385313719221,-0.262961403397,-0.004081483928,50
