state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,1000.000000,19.945000,19.995000,19.970000,0.000008164841,1.762089858365,0.000000000000,50
without_object,1000.000000,12.150000,12.200000,12.175000,0.303375293195,-0.044171167411,-0.004429699404,50
with_object,1000.000000,2.115000,2.165000,2.140000,0.329877509943,-1.626428645456,-0.001911458415,50
