label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,selected_window_target_std,segment_samples
no_audio,2.45,4.45,3.45,0.0006007049266968458,0.0014369493135617294,12000
without_object,1.0,3.0,2.0,0.02509488834973536,0.013508987064839396,12000
with_object,2.1,4.1,3.0999999999999996,0.040745115421536096,0.01741914335311643,12000
