label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,segment_samples
no_audio,3.15,3.35,3.25,0.0003588140425608677,800
without_object,5.4,5.6,5.5,0.5673374538266589,800
with_object,5.4,5.6,5.5,0.2736227341111033,800
