state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,10000.000000,1.615500,1.620500,1.618000,0.000033981873,-2.372705699804,0.000000000000,50
without_object,10000.000000,2.159500,2.164500,2.162000,0.124945761182,-2.457256303949,-0.000058915513,50
with_object,10000.000000,1.990500,1.995500,1.993000,0.142935548038,-0.591649851110,-0.000355836002,50
