start_time_s,end_time_s,raw_mean,raw_rms,raw_peak_to_peak,raw_target_amp,filtered_mean,filtered_rms,filtered_peak_to_peak,filtered_target_amp
0.0,0.2,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-2.236171187797989e-06,0.0003627024442257721,0.0029278851096883555,0.00012143936639203535
0.1,0.3,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-6.402284631150496e-07,5.53789740143651e-05,0.00027297971601135645,7.59672922666714e-06
0.2,0.4,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-2.302509589310857e-08,3.1501182698079446e-05,0.0002143120263738698,6.485365868463429e-06
0.3,0.5,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-4.5083119492092416e-08,1.546106312112752e-05,7.247350231410544e-05,1.5992149720686056e-06
0.4,0.6,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,1.74283779218254e-08,1.0156957421518057e-05,6.0132801343402204e-05,1.3963428884349497e-06
0.5,0.7,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-9.745623099582665e-09,6.732235641990725e-06,3.1302996846817365e-05,5.222320005538061e-07
0.6,0.8,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,1.3956148811947599e-08,5.0054064012728575e-06,2.7428254762314264e-05,4.815512609946886e-07
0.7,0.9,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-4.159975379529931e-09,3.6949994082693833e-06,1.7079185010696183e-05,2.1016942114635247e-07
0.8,1.0,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,9.424999944356194e-09,2.994937451202224e-06,1.5687042143961875e-05,2.1365796627011677e-07
0.9,1.1,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-2.4396168842976e-09,2.327698365937762e-06,1.0749882214108415e-05,9.726090417972893e-08
1.0,1.2,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,6.336414535541757e-09,1.9904860356208113e-06,1.00656980323618e-05,1.109368499832697e-07
1.1,1.3,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-1.624107244772339e-09,1.5967994428914173e-06,7.260851711198199e-06,5.0189403942423296e-08
1.2,1.4,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,4.354615415281043e-09,1.4106111386880868e-06,6.886536557908233e-06,6.407892487731595e-08
1.3,1.5,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-1.146210858419358e-09,1.157517798845984e-06,5.154336692422477e-06,2.8460427246578493e-08
1.4,1.6,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,3.0727277489412685e-09,1.0434509879240497e-06,4.9317158122404116e-06,3.995469423954055e-08
1.5,1.7,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-8.377031379644659e-10,8.712067095502387e-07,3.796545688785689e-06,1.7598968265114457e-08
1.6,1.8,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,2.224784047707877e-09,7.956954249080228e-07,3.6541388379261073e-06,2.638457984977782e-08
1.7,1.9,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-6.283764926052992e-10,6.73441861258944e-07,2.9020626768852395e-06,1.1794482898386614e-08
1.8,2.0,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,1.6500457132014973e-09,6.20468831968517e-07,2.7788038272670517e-06,1.8220919828456746e-08
1.9,2.1,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-4.819637975753673e-10,5.307334923668731e-07,2.2672117721338346e-06,8.506535079555876e-09
2.0,2.2,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,1.2515860764205783e-09,4.918751986697579e-07,2.155520568841449e-06,1.3045933620296291e-08
2.1,2.3,-0.003284329058493185,0.003284329058493185,0.0,7.86840535956913e-21,-3.774263685624565e-10,4.241030487487947e-07,1.8012111739084161e-06,6.55314720760398e-09
