time_s,raw_adc,centered_adc,filtered_100hz_adc
7.147,15.0,-0.11390256323204895,0.17611015981144637
7.148,16.0,0.886097436767951,0.22001968617635964
7.149,15.0,-0.11390256323204895,0.17995438399761762
7.15,15.0,-0.11390256323204895,0.07160441710521516
7.151,15.0,-0.11390256323204895,-0.06350121918948316
7.152,15.0,-0.11390256323204895,-0.17386660763221842
7.153,15.0,-0.11390256323204895,-0.21759799172256067
7.154,15.0,-0.11390256323204895,-0.1782560909953725
7.155,15.0,-0.11390256323204895,-0.0710141058999687
7.156,15.0,-0.11390256323204895,0.0631746665622533
7.157,15.0,-0.11390256323204895,0.1731633283662624
7.158,16.0,0.886097436767951,0.21703940457440138
7.159,15.0,-0.11390256323204895,0.17804102257429347
7.16,15.0,-0.11390256323204895,0.07093965140611137
7.161,15.0,-0.11390256323204895,-0.06353177874566979
7.162,15.0,-0.11390256323204895,-0.1741120195659129
7.163,15.0,-0.11390256323204895,-0.2184814992781125
7.164,15.0,-0.11390256323204895,-0.17940259933218397
7.165,15.0,-0.11390256323204895,-0.07139693426925171
7.166,15.0,-0.11390256323204895,0.06461909566419297
7.167,15.0,-0.11390256323204895,0.17677209316947906
7.168,16.0,0.886097436767951,0.22194397853566336
7.169,15.0,-0.11390256323204895,0.18229692767725822
7.17,15.0,-0.11390256323204895,0.07229849460413305
7.171,15.0,-0.11390256323204895,-0.0665132534956827
7.172,15.0,-0.11390256323204895,-0.18115044477568698
7.173,15.0,-0.11390256323204895,-0.22733543033363504
7.174,15.0,-0.11390256323204895,-0.18655745780621347
7.175,15.0,-0.11390256323204895,-0.07347291062315346
7.176,15.0,-0.11390256323204895,0.06930373469424726
7.177,15.0,-0.11390256323204895,0.18719428335624383
7.178,16.0,0.886097436767951,0.2344615838009926
7.179,15.0,-0.11390256323204895,0.19191828900628788
7.18,15.0,-0.11390256323204895,0.07469617172305991
7.181,15.0,-0.11390256323204895,-0.07306491700555148
7.182,15.0,-0.11390256323204895,-0.19477814406421018
7.183,15.0,-0.11390256323204895,-0.2430338715206082
7.184,15.0,-0.11390256323204895,-0.19804259282350822
7.185,15.0,-0.11390256323204895,-0.07573002378365931
7.186,15.0,-0.11390256323204895,0.07782237682940707
7.187,15.0,-0.11390256323204895,0.20368819394210155
7.188,17.0,1.886097436767951,0.2526782440944266
7.189,15.0,-0.11390256323204895,0.20455266528751162
7.19,15.0,-0.11390256323204895,0.07636136593573671
7.191,15.0,-0.11390256323204895,-0.08351980011876096
7.192,15.0,-0.11390256323204895,-0.21360832919916242
7.193,15.0,-0.11390256323204895,-0.262945183856115
7.194,15.0,-0.11390256323204895,-0.2110585838284076
7.195,15.0,-0.11390256323204895,-0.07643676405215018
7.196,15.0,-0.11390256323204895,0.08999318978556414
7.197,15.0,-0.11390256323204895,0.22411308418077783
7.198,16.0,0.886097436767951,0.27332251539451696
7.199,15.0,-0.11390256323204895,0.21718321995545317
7.2,15.0,-0.11390256323204895,0.07588700686142975
7.201,15.0,-0.11390256323204895,-0.09695826495431636
7.202,15.0,-0.11390256323204895,-0.23467191419005246
7.203,15.0,-0.11390256323204895,-0.2832527780590669
7.204,15.0,-0.11390256323204895,-0.22258230383977623
7.205,15.0,-0.11390256323204895,-0.0747382267888857
7.206,15.0,-0.11390256323204895,0.10401514042744438
7.207,15.0,-0.11390256323204895,0.2446680355025711
7.208,16.0,0.886097436767951,0.29215657319159594
7.209,15.0,-0.11390256323204895,0.22695920006390977
7.21,15.0,-0.11390256323204895,0.07310819208051582
7.211,15.0,-0.11390256323204895,-0.11067183253124963
7.212,15.0,-0.11390256323204895,-0.25343291982468263
7.213,15.0,-0.11390256323204895,-0.2994624844794551
7.214,15.0,-0.11390256323204895,-0.23007489142685475
7.215,15.0,-0.11390256323204895,-0.07118863126057845
7.216,15.0,-0.11390256323204895,0.1163852534547128
7.217,15.0,-0.11390256323204895,0.2602950755727683
7.218,17.0,1.886097436767951,0.3046430296920552
7.219,15.0,-0.11390256323204895,0.2317542613282708
7.22,15.0,-0.11390256323204895,0.06921653460999057
7.221,15.0,-0.11390256323204895,-0.1206155748852499
7.222,15.0,-0.11390256323204895,-0.2646392915944392
7.223,15.0,-0.11390256323204895,-0.3072548235315406
7.224,15.0,-0.11390256323204895,-0.2318900359109162
7.225,15.0,-0.11390256323204895,-0.06743897828634575
7.226,15.0,-0.11390256323204895,0.12288758874177659
7.227,16.0,0.886097436767951,0.2659704530414124
7.228,16.0,0.886097436767951,0.30697992148664965
7.229,15.0,-0.11390256323204895,0.23044566592698545
7.23,15.0,-0.11390256323204895,0.06607689959083426
7.231,15.0,-0.11390256323204895,-0.12285130940167606
7.232,15.0,-0.11390256323204895,-0.2639746843906112
7.233,15.0,-0.11390256323204895,-0.3036643694956815
7.234,15.0,-0.11390256323204895,-0.2274580217392959
7.235,15.0,-0.11390256323204895,-0.0652932936066082
7.236,15.0,-0.11390256323204895,0.12033375506972446
7.237,15.0,-0.11390256323204895,0.2585701440606409
7.238,16.0,0.886097436767951,0.2973494633663917
7.239,15.0,-0.11390256323204895,0.22304012368281298
7.24,15.0,-0.11390256323204895,0.06517050948062324
7.241,15.0,-0.11390256323204895,-0.11537466114650065
7.242,15.0,-0.11390256323204895,-0.2499403683085768
7.243,15.0,-0.11390256323204895,-0.28829123028477177
7.244,15.0,-0.11390256323204895,-0.2173833604577437
7.245,15.0,-0.11390256323204895,-0.06569983512512716
7.246,15.0,-0.11390256323204895,0.1082406974342743
7.247,15.0,-0.11390256323204895,0.23854458070792234
7.248,16.0,0.886097436767951,0.2769642235973935
7.249,15.0,-0.11390256323204895,0.2107579160642041
7.25,15.0,-0.11390256323204895,0.06678461469626075
7.251,15.0,-0.11390256323204895,-0.09941532516572452
7.252,15.0,-0.11390256323204895,-0.2251016662333199
7.253,15.0,-0.11390256323204895,-0.2640468472362144
7.254,15.0,-0.11390256323204895,-0.20350959392920576
7.255,15.0,-0.11390256323204895,-0.06825605407224257
7.256,15.0,-0.11390256323204895,0.08956438316919194
7.257,15.0,-0.11390256323204895,0.21054728236577985
7.258,17.0,1.886097436767951,0.25038701272165126
7.259,15.0,-0.11390256323204895,0.19605103913699362
7.26,15.0,-0.11390256323204895,0.06989896395796033
7.261,15.0,-0.11390256323204895,-0.07948043689851515
7.262,15.0,-0.11390256323204895,-0.19596651807128854
7.263,15.0,-0.11390256323204895,-0.23694884268020922
7.264,15.0,-0.11390256323204895,-0.1888456142501051
7.265,15.0,-0.11390256323204895,-0.07148326223608387
7.266,15.0,-0.11390256323204895,0.07001147768543896
7.267,15.0,-0.11390256323204895,0.18250727981857043
7.268,16.0,0.886097436767951,0.22474319286249703
7.269,15.0,-0.11390256323204895,0.18238291121233174
7.27,15.0,-0.11390256323204895,0.07279632006362939
7.271,15.0,-0.11390256323204895,-0.06198140911359881
7.272,15.0,-0.11390256323204895,-0.1712818763763907
7.273,15.0,-0.11390256323204895,-0.21474676542204243
7.274,15.0,-0.11390256323204895,-0.17714602931410184
7.275,15.0,-0.11390256323204895,-0.07367128924685125
7.276,15.0,-0.11390256323204895,0.056110697000162656
7.277,15.0,-0.11390256323204895,0.16326584608057934
7.278,16.0,0.886097436767951,0.20781631373679413
