state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,3000.000000,1.686667,1.886667,0.000013710,0.025842716,600
without_object,3000.000000,1.190000,1.390000,0.001027322,1.936455949,600
with_object,3000.000000,1.360000,1.560000,0.000618630,1.166090818,600
