state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,8000.000000,2.897500,3.097500,2.997500,0.002683385135,-3.063270813949,0.000000000000,1600
without_object,8000.000000,2.387500,2.587500,2.487500,0.316806341500,-2.653833613604,0.000590463422,1600
with_object,8000.000000,1.659375,1.859375,1.759375,0.208148632893,-1.056246228064,0.000272633510,1600
