state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,8000.000000,1.456875,1.656875,1.556875,0.000034808774,-0.215791423500,0.000000000000,1600
without_object,8000.000000,1.369375,1.569375,1.469375,0.204479909025,-2.152072134515,0.000490641148,1600
with_object,8000.000000,2.739375,2.939375,2.839375,0.068639893625,-1.738968773048,0.000408456845,1600
