state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,8000.000000,3.266875,3.466875,3.366875,0.000000106641,-1.237496044846,0.000000000000,1600
without_object,8000.000000,1.946250,2.146250,2.046250,0.222719620815,-0.735982862982,0.000208919138,1600
with_object,8000.000000,3.314375,3.514375,3.414375,0.097489596570,2.568830446600,-0.000448552579,1600
