label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,selected_window_target_std,segment_samples
no_audio,0.0,2.0,1.0,0.0,0.0,2000
without_object,2.1,4.1,3.0999999999999996,0.28167214029775023,0.0347231604860891,2000
with_object,3.4,5.4,4.4,0.3312355509498182,0.02583803214652066,2000
