label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,segment_samples
no_audio,1.0,1.2,1.1,0.0,200
without_object,4.9,5.1,5.0,0.34242442566182385,200
with_object,5.1,5.3,5.199999999999999,0.2754716730120785,200
