state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,9000.000000,1.999444,2.199444,2.099444,0.002763549633,-2.896860769530,0.000000000000,1800
without_object,9000.000000,2.548333,2.748333,2.648333,0.179324538876,-0.636711012306,0.000168150783,1800
with_object,9000.000000,2.313889,2.513889,2.413889,0.085124363026,2.923815824154,-0.000461488601,1800
