state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,9000.000000,2.537222,2.737222,2.637222,0.000624461510,-0.096987079333,0.000000000000,1800
without_object,9000.000000,2.031111,2.231111,2.131111,0.241988630612,0.844039873103,-0.000093703464,1800
with_object,9000.000000,3.145556,3.345556,3.245556,0.096216768649,2.904461268669,-0.000458065964,1800
