label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,segment_samples
no_audio,10.6,10.8,10.7,0.006849599276713717,200
without_object,3.5,3.7,3.6,0.3788636996558454,200
with_object,17.3,17.5,17.4,0.19649739623860366,200
