state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,5000.000000,2.064000,2.264000,0.000000000,0.000000000,1000
without_object,5000.000000,5.926000,6.126000,0.000625762,1.965890222,1000
with_object,5000.000000,3.910000,4.110000,0.000102524,0.322087537,1000
