state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,5000.000000,1.731000,1.931000,0.000000000,0.000000000,1000
without_object,5000.000000,1.000000,1.200000,0.000879988,2.764564751,1000
with_object,5000.000000,1.016000,1.216000,-0.000703052,-2.208702512,1000
