state,sample_rate,selected_start_s,selected_end_s,phase_shift_s,phase_rad,segment_samples
no_audio,5000.000000,3.751000,3.951000,0.000000000,0.000000000,1000
without_object,5000.000000,1.479000,1.679000,0.000835146,2.623687103,1000
with_object,5000.000000,2.771000,2.971000,-0.000756856,-2.377732742,1000
