state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,2000.000000,2.305000,2.505000,2.405000,0.000017434568,-2.660527982931,0.000000000000,400
without_object,2000.000000,1.017500,1.217500,1.117500,0.009085999770,1.347795548457,-0.000822541619,400
with_object,2000.000000,2.785000,2.985000,2.885000,0.014774844946,0.003490711726,0.000247222180,400
