I0
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
17.000000
