state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,4000.000000,1.147500,1.347500,1.247500,0.000000888277,-2.876965197073,0.000000000000,800
without_object,4000.000000,5.821250,6.021250,5.921250,0.557699847382,1.763213343921,-0.000576560299,800
with_object,4000.000000,7.295000,7.495000,7.395000,0.457388304548,2.368716505073,-0.000817482351,800
