state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,4000.000000,6.382500,6.582500,6.482500,0.000000024663,0.999439925960,0.000000000000,800
without_object,4000.000000,5.621250,5.821250,5.721250,0.399580906708,-0.533126174606,0.000337124165,800
with_object,4000.000000,2.790000,2.990000,2.890000,0.204079873076,-1.507533267174,0.000724828428,800
